latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
34.821617,-77.84063,34.821617,-77.84063,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Cristal Younker,Paul Ankcorn,NCDUP27132,Lanier's Auto Sales & ATV,,,NC,Duplin County,,No,34.8217031,-77.8414664,33802,Northeast Cape Fear River,27132,283,5,3,HWM is seed line on NE corner of rear white shed behinc homeowners residence. The seed line is marked with an ink marker.,9/28/2018 4:00:00 AM,41.16,2,6,N/A,19333,4,6.53,3,,Level II Survey. Estimated HWM location from photos and Google Earth.,Riverine,9/26/2018 4:00:00 AM,0,2,1715,873,0.04,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.97974,-79.85744,34.97974,-79.85744,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Handheld GPS,NAD83,Dennis Kluesner,Bryce McClenney,NCRIC27123,Blewett Falls Rd N of Cartledge Ck,,,NC,Richmond County,,No,34.97974,-79.85744,33803,Cartledge Creek,27123,283,5,3,"HWM seed line on tree off E side of road, in the vicinity of hunting property and N of large power line easement. Orange spray paint with an arrow is marked on road. Mark is flagged with nail In tree.",10/2/2018 4:00:00 AM,150.62,2,6,N/A,19442,6,3.87,1,,GNSS level II survey,Riverine,9/26/2018 4:00:00 AM,0,2,1829,13,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.8339217,-77.8274505,34.8339217,-77.8274505,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Cristal Younker,Eric Frantz,NCDUP27138,Mobile home off Rodney Lanier Rd,,,NC,Duplin County,,No,34.8339217,-77.8274505,33804,Northeast Cape Fear River,27138,283,5,3,Fair seed line on window on eastern facing side of mobile home. The seed line is marked with an ink marker.,9/28/2018 4:00:00 AM,42.16,2,6,N/A,19334,4,7.02,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,2,1715,5,0.09,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.067472,-77.590084,35.067472,-77.590084,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Nail and HWM tag,Phone/Car GPS,NAD83,Lynn Torak,Gerard Gonthier,NCJON27147,Pleasant Hill Store and Grill,,,NC,Jones County,,No,35.067472,-77.590084,33805,Trent River,27147,283,5,2,Seed line around building,9/27/2018 4:00:00 AM,66.23,2,6,N/A,19228,6,4.3,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,2,1749,1919,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.126205,-77.583649,35.126205,-77.583649,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Lynn Torak,Gerard Gonthier,NCLEN27154,Vine Swamp Rd at Bearwell Branch,,,NC,Lenoir County,,No,35.126205,-77.583649,33807,"Bearwell Branch, trib to Joshua Creek/Trent R.",27154,283,5,2,Seed line under window on metal on barn,9/27/2018 4:00:00 AM,76.21,2,6,N/A,19359,6,3.5,3,,Level II survey. Estimated HWM location from photos and Google Earth.,Riverine,9/26/2018 4:00:00 AM,0,2,1749,1919,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.0343998,-79.7903675,34.0343998,-79.7903675,2018 Florence,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCFLO27151,Site is at boardwalk next to river at the Lynches River County Park.,,South Atlantic,SC,Florence County,,No,34.0343998,-79.7903675,33808,Lynches River,27151,283,5,4,Sharpie mark on boardwalk on left side handrail as you are walking downhill. Pink flagging is present as well to highlight the area.,10/1/2018 4:00:00 AM,77.32,2,6,N/A,18535,4,2.95,3,,Level III Survey,Riverine,9/26/2018 4:00:00 AM,0,2,1381,1381,0.06,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.869444,-78.774146,33.869444,-78.774146,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Robert Everett,Andy Caldwell,SCHOR27159,"Seed line marked with a nail and flagging on a wooden post  near a stop sign at the junction of Pint Circle and Waccamaw Cove Rd, Longs, SC.",,South Atlantic,SC,Horry County,,No,33.869444,-78.774146,33809,Wacamaw,27159,283,5,2,Seed line on wooden post near stop sign at the junction of Pint Circle and Wacamaw Cove,10/1/2018 4:00:00 AM,22.17,2,6,N/A,18205,6,1.95,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,1,2,1824,1381,0.13,,HWM_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.60551,-78.99339,34.60551,-78.99339,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Dennis Kluesner,Eric Frantz,NCROB27156,Lumberton WWTP,,,NC,Robeson County,,No,34.60551,-78.99339,33810,Lumber River,27156,283,5,3,"Lumberton WWTP, HWM located at NW corner of facility near power line easement. HWM seed line on 4th southern metal fence post from corner near gate.",9/30/2018 4:00:00 AM,114.28,2,6,N/A,19391,4,2.25,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,4,1829,5,0.14,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.97511,-79.6817598,33.97511,-79.6817598,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCFLO27165,"Site is at bottom of wooden staircase leading to dock on river bank. Site is behind residence on Farrell Dr. Coward, SC 29591. Site is at bottom of wooden staircase leading to dock on river bank.",,South Atlantic,SC,Florence County,,No,33.97511,-79.6817598,33812,Lynches River,27165,283,5,3,"Site is at bottom of wooden staircase leading to dock on river bank. Site is behind residence.
HWM1 is on exterior of wooden staircase, upstream side.",10/1/2018 4:00:00 AM,60.08,2,6,N/A,18537,4,0.77,3,,Level III Survey,Riverine,9/26/2018 4:00:00 AM,0,2,1381,1381,0.06,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.61713,-79.00954,34.61713,-79.00954,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),Dennis Kluesner,Gerard Gonthier,NCROB27148,Power pole on W 1st Avenue near RR track,,,NC,Robeson County,,No,34.61713,-79.00954,33813,Lumber River,27148,283,5,3,"HWM seed line on power pole on W 1st Avenue, south side of road across from back side of brick building.",9/27/2018 4:00:00 AM,118.71,2,6,N/A,19389,6,1.83,3,,Level III survey,Riverine,9/26/2018 4:00:00 AM,0,4,1829,1919,0.08,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.97511,-79.6817598,33.97511,-79.6817598,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Stake,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCFLO27165,"Site is at bottom of wooden staircase leading to dock on river bank. Site is behind residence on Farrell Dr. Coward, SC 29591. Site is at bottom of wooden staircase leading to dock on river bank.",,South Atlantic,SC,Florence County,,No,33.97511,-79.6817598,33814,Lynches River,27165,283,5,3,"HWM2 is 26ft North of or upstream from
HWM1.",10/1/2018 4:00:00 AM,60.47,2,6,N/A,18536,7,0.55,3,,Level III Survey,Riverine,9/26/2018 4:00:00 AM,0,2,1381,1381,0.06,,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.61025,-79.00188,34.61025,-79.00188,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Dennis Kluesner,Gerard Gonthier,NCROB27149,House on S Sycamore St,,,NC,Robeson County,,No,34.61025,-79.00188,33817,Lumber River,27149,283,5,2,Neighborhood mostly unoccupied because of flooding. HWM seed line on end of white fence post closet to street.,9/28/2018 4:00:00 AM,115.48,2,6,N/A,19390,4,2.26,3,,Level III survey,Riverine,9/26/2018 4:00:00 AM,0,4,1829,1919,0.2,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.865508,-78.802,33.865508,-78.802,2018 Florence,Stain line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Stake,Phone/Car GPS,NAD83,Robert Everett,Andy Caldwell,SCHOR27176,"Stain line marked with stake in the ground and flagging level with line on the back of the garage at  Meadow Wood Lane, Longs, SC.",,South Atlantic,SC,Horry County,,No,33.865508,-78.802,33818,Waccamaw,27176,283,6,2,HWM located on support pole of metal frame garage behind residence.,10/1/2018 4:00:00 AM,21.77,2,6,N/A,18207,7,1.34,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,2,1824,1381,0.13,,HWM_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.591678,-78.984034,34.591678,-78.984034,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Dennis Kluesner,Gerard Gonthier,NCROB27158,High Hill Boating Access,,,NC,Robeson County,,No,34.59187,-78.98402,33822,Lumber River,27158,283,5,3,"HWM seed line on left most post of boat ramp sign, left of boat ramp.",9/29/2018 4:00:00 AM,111.57,2,6,N/A,19392,4,2.78,3,,Level II survey. Estimated HWM location from photos and Google Earth.,Riverine,9/26/2018 4:00:00 AM,0,4,1829,1919,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.58023,-78.99583,34.58023,-78.99583,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Marker,Phone/Car GPS,WGS84 (from Digital Map),Dennis Kluesner,Gerard Gonthier,NCROB27173,House on Kite Road,,,NC,Robeson County,,No,34.58023,-78.99583,33827,Lumber River,27173,283,5,2,HWM seed line on rail support of steps leading to front porch of home.,9/29/2018 4:00:00 AM,111.2,2,6,N/A,19589,4,3.18,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,4,1829,1919,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.051764,-77.567606,35.051764,-77.567606,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Steve Harden,Marker,Phone/Car GPS,NAD83,Lynn Torak,Anthony Gotvald,NCJON27182,Trent River at Pleasant Hill Rd and Quaker House Church,,,NC,Jones County,,No,35.051764,-77.567606,33830,Trent River,27182,283,5,3,Seed/vegetation line near upstream top surface of guard rail,9/27/2018 4:00:00 AM,64.31,2,6,N/A,19254,4,,3,,Level II Survey,Riverine,9/26/2018 4:00:00 AM,0,2,1749,6,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.58646,-79.00543,34.58646,-79.00543,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Dennis Kluesner,Gerard Gonthier,NCROB27179,House on Alamac Rd at Jacob Branch,,,NC,Robeson County,,No,34.58646,-79.00543,33831,Jacob Branch,27179,283,5,2,"HWM seed line on left front AC unit support frame, on right side of house. Used black sharpie on black paint. May be hard to see.",9/28/2018 4:00:00 AM,112.89,2,6,N/A,19393,4,2.45,3,,Level III survey,Riverine,9/26/2018 4:00:00 AM,0,4,1829,1919,0.2,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.7821111,-79.527557,34.7821111,-79.527557,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Stake,Phone/Car GPS,WGS84 (from Digital Map),Mary Winsor,Bryce McClenney,NCSCO27183,Gibson Rd at Gum Swamp Crk,,,NC,Scotland County,,No,34.7821111,-79.527557,33833,Gum Swamp Creek,27183,283,5,2,HWM seed line on fiber optic line white marker post; transferred to stake with nail/tag. Downstream left edge of water at end of bridge.,10/1/2018 4:00:00 AM,186.22,2,6,Left,19552,7,2,3,,GNSS level III survey.,Riverine,9/26/2018 4:00:00 AM,0,4,1920,13,0.27,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.849972,-78.894598,33.849972,-78.894598,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Robert Everett,Andy Caldwell,SCHOR27189,"Seed line marked on a junction box near Old Reaves Ferry Rd. before bridge at station #02110550. Conway, SC.",,South Atlantic,SC,Horry County,,No,33.849972,-78.894598,33836,Waccamaw,27189,283,5,2,HWM located on junction box on the side of Old Reaves Ferry Rd. before bridge (left bank) at gage station #02110550.,10/2/2018 4:00:00 AM,19.41,2,6,Left,18222,4,1.15,3,,Level III survey,Riverine,9/26/2018 4:00:00 AM,0,2,1824,1381,0.21,,HWM_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.7522241,-79.5162699,34.7522241,-79.5162699,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Steve Harden,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),Mary Winsor,Paul Ankcorn,NCSCO27190,X Way Rd at tributary to Gum Swamp Ck,,,NC,Scotland County,,No,34.7522241,-79.5162699,33837,Tributary to Gum Swamp Ck,27190,283,5,3,"HWM seed line on power pole (second from road) at sewer lift station, upstream side of culvert. One lane of road washed out.",9/28/2018 4:00:00 AM,193.08,2,6,Right,19555,6,2.1,3,,Level III Survey,Riverine,9/26/2018 4:00:00 AM,0,4,1920,873,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.960886,-79.350539,33.960886,-79.350539,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCMAR27192,"Site is at a residence. Currently there is water surrounding house. House is at the corner of Rich Rd
and Highway 908. HWM1 is located at the South side on the back corner of the house",,South Atlantic,SC,Marion County,,No,33.960886,-79.350539,33838,Little Pee Dee,27192,283,5,3,"Site is at a residence. Currently there is water surrounding house. House is at the corner of Rich Rd and Highway 908. HWM1 is located at the South side on the back corner of the house. Sharpie mark on siding, south side, back of house.",10/3/2018 4:00:00 AM,32.03,2,6,N/A,18236,4,1.64,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,2,1381,1381,0.16,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.388594,-76.576189,35.388594,-76.576189,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Steve Harden,Marker,Map (digital or paper),NAD83,Kris McSwain,Kris McSwain,NCBEA11828,Old Pamlico Beach,,"South Atlantic, SWaTH",NC,Beaufort County,,No,35.388287,-76.576583,33839,Pamlico River at Pungo River,11828,283,5,2,Abandoned house directly east of BEA11828 home site. Transferred mark inside of garage to outside of garage door.,9/21/2018 4:00:00 AM,4.84,2,2,N/A,18468,4,,4,,Ran levels from RM1 (GNSS level II). HWM elev of 4.84 ft is similar to sensor storm tide peak of 5.33 ft but less than unfiltered peak of 6.50 ft reflecting wave action.,Riverine,9/21/2018 4:00:00 AM,1,2,1665,1665,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.077629,-77.516169,35.077629,-77.516169,2018 Florence,Debris,Fair: +/- 0.20 ft,,,Steve Harden,Stake,Phone/Car GPS,NAD83,Lynn Torak,,NCJON27194,Driveway off Guinea Town Rd,,,NC,Jones County,,No,35.077629,-77.516169,33840,Little Chinquapin Branch,27194,283,2,3,"3-4 ft wide debris line consisting of leaves, sticks, etc.",,,,,N/A,19264,7,0,3,,HWM elevation could not be determined due to poor GNSS connectivity issues.,Riverine,9/26/2018 4:00:00 AM,0,2,1749,,,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.775016,-77.920252,34.775016,-77.920252,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Cristal Younker,Eric Frantz,NCDUP27146,Residence on Rivenbark Town Rd,,,NC,Duplin County,,No,34.7751029,-77.9204283,33841,Northeast Cape Fear River,27146,283,5,2,Good seed line on exterior window screen in back of home. The seed line is marked with ink marker with orange flagging near the mark.,9/29/2018 4:00:00 AM,37.51,2,6,N/A,19335,4,5.19,3,,Level II survey. Estimated HWM location from photos and Google Earth.,Riverine,9/26/2018 4:00:00 AM,0,2,1715,5,0.16,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.780584,-77.911845,34.780584,-77.911845,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Eric Frantz,NCDUP27150,House on Northeast Road at NC 41,,,NC,Duplin County,,No,34.7803672,-77.9118821,33842,Northeast Cape Fear River,27150,283,5,2,"Good seed line on interior of door on northern facing side of the house. The seed line was leveled out to the exterior of the house and marked on support beam near door. The line in marked on the beam with a nail, green USGS HWM disc, and orange flagging.",9/29/2018 4:00:00 AM,37.67,2,6,N/A,19587,6,4.8,3,,Level II survey. Estimated HWM location from photos and Google Earth.,Riverine,9/26/2018 4:00:00 AM,0,2,1715,5,0.16,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.78998,-77.913207,34.78998,-77.913207,2018 Florence,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Cristal Younker,Eric Frantz,NCDUP27152,House on Northeast Road,,,NC,Duplin County,,No,34.789832,-77.913242,33843,Island Creek,27152,283,1,3,Fair mud line on second post from the left side of front door on home facing SW. The mud line is marked with ink marker.,9/29/2018 4:00:00 AM,37.96,2,6,N/A,19336,4,7.88,3,,Level II survey. Estimated HWM location from photos and Google Earth.,Riverine,9/26/2018 4:00:00 AM,0,2,1715,5,0.16,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.7919826,-77.9058173,34.7919826,-77.9058173,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Cristal Younker,Eric Frantz,NCDUP27157,House on Hanchey Road,,,NC,Duplin County,,No,34.7919826,-77.9058173,33844,Island Creek,27157,283,5,2,Good seed line on exterior porch screen located on the SE facing side of the house. The seed line was marked on adjacent support beam with an ink marker.,9/29/2018 4:00:00 AM,37.96,2,6,N/A,19337,4,4.99,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,2,1715,5,0.16,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.7763904,-77.8636131,34.7763904,-77.8636131,2018 Florence,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Cristal Younker,Eric Frantz,NCDUP27167,Residence on Stokestown Road,,,NC,Duplin County,,No,34.7763904,-77.8636131,33845,Northeast Cape Fear River,27167,283,5,4,Poor seed line on south facing side of tool shed on eastern portion of property. The seed line is marked with an ink marker.,9/29/2018 4:00:00 AM,38.76,2,6,N/A,19338,4,7.02,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,2,1715,5,0.16,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.60034,-79.0091,34.60034,-79.0091,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Anthony Gotvald,Gerard Gonthier,NCROB27181,Faith Community Church,,,NC,Robeson County,,No,34.60034,-79.0091,33847,Lumber River,27181,283,5,2,"HWM seed line marked on south side of blue church sign support, located on left side of church driveway and road.",9/28/2018 4:00:00 AM,115.12,2,6,N/A,19394,4,2.6,3,,Level III survey,Riverine,9/26/2018 4:00:00 AM,0,4,6,1919,0.2,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.954921,-78.693892,33.954921,-78.693892,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Robert Everett,Andy Caldwell,SCHOR27206,"Seed line marked with a nail and flagging on wooden post (labeled 1354) next to two small junction boxes in front of residence on Rolling River Rd, Longs, SC.",,South Atlantic,SC,Horry County,,No,33.954921,-78.693892,33848,Waccamaw,27206,283,5,2,"Seed line on wooden post with junction boxes, marked with nail and flagging in front of residence on Rolling River Rd, Longs, SC.",10/1/2018 4:00:00 AM,26.89,2,6,N/A,18198,6,1.15,3,,Level III survey,Riverine,9/27/2018 4:00:00 AM,1,2,1824,1381,0.17,,HWM_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.276411,-77.232703,35.276411,-77.232703,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Steve Harden,Marker,Phone/Car GPS,NAD83,Cristal Younker,Cristal Younker,NCCRA27193,Sprint underground cable junction box,,,NC,Craven County,,No,35.276411,-77.232703,33849,Neuse River,27193,283,5,3,Seed line on sprint underground cable utility box labeled R169E,9/26/2018 4:00:00 AM,12.75,2,6,N/A,19040,4,,3,,Level II Survey. Unclear if HWM elevation reflects riverine flooding or localized rainfall flooding in poorly drained farm lands.,Riverine,9/26/2018 4:00:00 AM,0,2,1715,1715,0.04,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.60975,-79.01871,34.60975,-79.01871,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Anthony Gotvald,Gerard Gonthier,NCROB27184,Church of Christ,,,NC,Robeson County,,No,34.60975,-79.01871,33850,Gum Branch Canal to Lumber River,27184,283,5,2,HWM seed line at end of wood fence closest to road; right side of parking area and white shed by church.,9/28/2018 4:00:00 AM,115.65,2,6,N/A,19395,4,1.89,3,,Level III survey,Riverine,9/26/2018 4:00:00 AM,0,4,6,1919,0.2,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.9549,-78.715835,33.9549,-78.715835,2018 Florence,Stain line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Robert Everett,Andy Caldwell,SCHOR27208,"Stain line marked with nail and flagging on wooden power pole next to Pireway rd (SC-905), Longs, SC.",,South Atlantic,SC,Horry County,,No,33.9549,-78.715835,33851,Buck Creek,27208,283,6,2,"Stain line on wooden power pole next to Pireway Rd (SC-905), Longs, SC. HWM marked with nail  and flagging.",10/1/2018 4:00:00 AM,25.06,2,6,Right,18199,6,4.1,3,,Level III survey,Riverine,9/27/2018 4:00:00 AM,0,2,1824,1381,0.17,,HWM_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.935907,-78.723161,33.935907,-78.723161,2018 Florence,Stain line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail,Phone/Car GPS,NAD83,Robert Everett,Andy Caldwell,SCHOR27209,"Stain line marked with nail and flagging on wooden power pole next to driveway of residence on Rolling Ridge Dr, Longs, SC.",,South Atlantic,SC,Horry County,,No,33.935907,-78.723161,33852,Buck Creek,27209,283,6,2,"Stain line marked on wooden power pole next to driveway of residence on Rolling Ridge Dr, Longs, SC. HWM marked with nail and flagging.",10/1/2018 4:00:00 AM,25.16,2,6,N/A,18200,5,3.04,3,,Level III survey,Riverine,9/27/2018 4:00:00 AM,0,2,1824,1381,0.17,,HWM_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.603365,-79.026058,34.603365,-79.026058,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCROB27186,House on Allen St,,,NC,Robeson County,,No,34.60344,-79.02612,33853,Lumber River,27186,283,5,2,HWM seed line on left front corner of house next to steps.,9/29/2018 4:00:00 AM,115.76,2,6,N/A,19396,4,1.77,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,4,1715,1919,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.60845,-79.03267,34.60845,-79.03267,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCROB27188,Trailer park off Crandlemire Road,,,NC,Robeson County,,No,34.60845,-79.03267,33854,Gum Branch Canal,27188,283,5,2,HWM seed line on left side corner of trailer near driveway.,9/29/2018 4:00:00 AM,116.56,2,6,N/A,19397,4,1.08,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,4,1715,1919,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.59103,-79.0298,34.59103,-79.0298,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCROB27191,Mobile home on Quail Run Rd,,,NC,Robeson County,,No,34.59103,-79.0298,33855,Little Jacob Swamp,27191,283,5,2,HWM seed line on side of utility stick up box next to power pole right side of yard next to road. Highest line marked and was clear.,9/29/2018 4:00:00 AM,115.68,2,6,N/A,19398,4,1.51,3,,Level II survey,Riverine,9/26/2018 4:00:00 AM,0,4,1715,1919,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
